SalePrice,id
120181.067834,1461
156512.389814,1462
188215.116454,1463
203113.54822,1464
196717.343388,1465
171741.908765,1466
178388.869781,1467
163742.026729,1468
194907.576129,1469
118657.717179,1470
184179.00633,1471
94518.3533514,1472
92957.2540371,1473
143849.128797,1474
107811.158728,1475
387005.349342,1476
258745.226263,1477
297889.209806,1478
295579.034495,1479
530729.883322,1480
344774.993331,1481
214021.66905,1482
178877.199092,1483
164708.403842,1484
190092.383172,1485
196787.740426,1486
350797.669638,1487
238067.795591,1488
195773.631538,1489
240769.956756,1490
195447.666498,1491
96609.8289018,1492
184499.800629,1493
295919.109058,1494
301216.053797,1495
235506.46048,1496
179166.704899,1497
167834.844553,1498
162039.305137,1499
153774.347477,1500
174168.609458,1501
146501.01007,1502
299573.482733,1503
245618.243232,1504
227524.40388,1505
195408.941533,1506
249965.913645,1507
206005.482184,1508
164103.774574,1509
143672.371649,1510
150579.947222,1511
176303.507893,1512
143341.096831,1513
158159.876159,1514
189284.766167,1515
152016.736168,1516
173041.469224,1517
133497.98435,1518
210582.382092,1519
129094.468842,1520
130719.280425,1521
176446.076998,1522
110222.266274,1523
121017.055525,1524
118081.711469,1525
108620.879782,1526
104314.653883,1527
139446.165367,1528
151896.779606,1529
187761.47372,1530
104868.172463,1531
95369.1290319,1532
145201.418301,1533
121886.277155,1534
150976.938141,1535
109198.489435,1536
59651.6972585,1537
156049.703503,1538
185832.789158,1539
90836.6473375,1540
143612.857951,1541
143432.989158,1542
191362.700557,1543
81695.5388854,1544
112910.657312,1545
132523.086053,1546
134328.840551,1547
137278.728476,1548
117152.638036,1549
134284.55267,1550
110455.504359,1551
134577.292797,1552
149387.239965,1553
115641.902907,1554
167626.250319,1555
83619.9707658,1556
106347.914292,1557
99180.1298947,1558
63147.244106,1559
129173.836839,1560
127682.555943,1561
128642.792495,1562
117876.519456,1563
153495.622431,1564
148111.999298,1565
237141.835654,1566
73637.3503175,1567
243455.379951,1568
129241.681517,1569
138398.263011,1570
117176.397272,1571
144448.037213,1572
240033.203378,1573
116991.825862,1574
238262.372148,1575
249228.007529,1576
186690.220026,1577
147018.277593,1578
147570.434357,1579
200346.599962,1580
155141.672582,1581
123228.279194,1582
315677.146625,1583
222998.763038,1584
137939.556936,1585
70510.9091155,1586
99741.9133917,1587
154030.607078,1588
96592.6297355,1589
132024.795047,1590
92109.4589261,1591
109988.828622,1592
122564.691026,1593
118435.210572,1594
103413.84501,1595
226153.597024,1596
196026.717787,1597
221818.74508,1598
166802.296165,1599
160043.709797,1600
62994.303479,1601
114602.308416,1602
71637.5191084,1603
272911.259782,1604
239417.389714,1605
166646.582314,1606
179831.721592,1607
220518.418058,1608
184810.946297,1609
149749.814539,1610
133243.677706,1611
167346.986679,1612
162171.380349,1613
123732.472132,1614
91022.9779319,1615
75369.8609626,1616
91572.3395261,1617
124090.259735,1618
133872.142813,1619
152756.233595,1620
134598.789975,1621
141415.519472,1622
265911.115514,1623
215345.33101,1624
117479.928512,1625
171446.81658,1626
200036.486043,1627
284902.206654,1628
181934.016673,1629
365626.349623,1630
228322.823869,1631
251595.708071,1632
174047.585038,1633
189162.143872,1634
175948.458135,1635
152364.020705,1636
200075.806655,1637
180537.000309,1638
183901.670364,1639
259684.152772,1640
180427.093213,1641
239991.543283,1642
222158.996804,1643
240238.956656,1644
205831.952535,1645
162709.653709,1646
161573.449606,1647
128746.785269,1648
139956.409599,1649
110830.289811,1650
118627.778305,1651
95050.5297551,1652
96822.6801568,1653
142954.271488,1654
131773.120749,1655
136699.336711,1656
145001.416602,1657
143024.540322,1658
116695.560839,1659
149582.028773,1660
470091.418442,1661
420258.860494,1662
400321.493832,1663
533830.792716,1664
315755.671041,1665
346507.44543,1666
393779.272227,1667
359372.022935,1668
309820.07154,1669
369749.631531,1670
273270.922655,1671
458628.700806,1672
296370.176878,1673
244486.488311,1674
196446.317679,1675
192221.790059,1676
227168.827085,1677
483392.15241,1678
413608.909443,1679
347846.665148,1680
252656.278944,1681
328342.438627,1682
183568.640256,1683
179175.08621,1684
173986.048015,1685
169668.046128,1686
172209.259769,1687
194918.5699,1688
196504.673268,1689
201571.578665,1690
188540.797004,1691
267206.868874,1692
169528.31126,1693
184561.673518,1694
166798.327794,1695
278084.424101,1696
171449.541375,1697
369468.924817,1698
314934.991676,1699
258506.691299,1700
279969.60126,1701
254143.061316,1702
251839.820519,1703
282119.753861,1704
240743.678322,1705
463117.900391,1706
216353.457549,1707
205847.045717,1708
275673.483478,1709
222904.190181,1710
277369.713147,1711
266910.72567,1712
284083.314317,1713
228627.223965,1714
208996.449782,1715
181357.856174,1716
179003.589105,1717
137415.096398,1718
211937.465343,1719
240462.675271,1720
165145.309091,1721
127476.488228,1722
156030.061091,1723
207366.698426,1724
237789.232172,1725
185784.643514,1726
153798.069512,1727
175466.831123,1728
166850.353805,1729
155778.765416,1730
115590.29154,1731
125873.185816,1732
112996.868921,1733
113341.261296,1734
125695.116932,1735
105773.29512,1736
319360.158176,1737
253881.974239,1738
238877.768496,1739
221436.189425,1740
195492.445446,1741
171116.178781,1742
179977.756237,1743
341784.111965,1744
229644.616404,1745
182013.606011,1746
223444.627515,1747
217553.320838,1748
145300.162317,1749
125793.988711,1750
247709.062558,1751
113456.65638,1752
150883.755118,1753
203958.870128,1754
165569.988142,1755
122022.901839,1756
119260.764992,1757
141525.355114,1758
159504.401511,1759
164822.649728,1760
146886.796462,1761
166122.129771,1762
187786.860198,1763
112852.432772,1764
172794.606743,1765
191669.79013,1766
228963.44181,1767
142405.566622,1768
173136.298387,1769
152288.97312,1770
123352.317517,1771
133511.759161,1772
123457.002098,1773
140668.461266,1774
141655.213568,1775
124202.528345,1776
106681.91016,1777
139331.508727,1778
120682.686571,1779
179529.679435,1780
127140.926818,1781
81845.4254129,1782
141284.002202,1783
106434.234977,1784
123644.972784,1785
137126.039841,1786
163015.782365,1787
57111.5234331,1788
96769.9470763,1789
77795.5559375,1790
185669.790524,1791
157597.305535,1792
128534.962017,1793
155248.733406,1794
134420.89474,1795
120639.777476,1796
114935.585432,1797
120887.973053,1798
108552.256919,1799
127777.373252,1800
126657.445079,1801
133621.718721,1802
148374.598058,1803
134149.520525,1804
133652.207942,1805
121708.136227,1806
129947.314202,1807
120614.066424,1808
122294.165091,1809
138472.789236,1810
93376.0164334,1811
96712.4176704,1812
123970.507066,1813
92088.7166331,1814
51735.349143,1815
97721.8785909,1816
105091.978629,1817
146524.285451,1818
124410.988443,1819
51564.9947145,1820
109298.286607,1821
151025.420215,1822
41914.9995666,1823
125145.173213,1824
130262.947099,1825
105901.250378,1826
101264.951242,1827
131633.639404,1828
119667.26269,1829
140053.998968,1830
143461.873047,1831
65630.3071575,1832
136304.78626,1833
120362.405131,1834
121236.716209,1835
123293.220043,1836
82923.66031,1837
127378.443186,1838
95763.6257083,1839
143514.374513,1840
137553.680938,1841
81802.7023171,1842
127911.743153,1843
137653.621573,1844
141094.30246,1845
155742.650921,1846
168618.611932,1847
52172.4033139,1848
105668.806046,1849
116992.761232,1850
156265.143067,1851
123799.689751,1852
123150.493974,1853
165715.959489,1854
145116.395621,1855
231095.770353,1856
140638.606675,1857
134864.817105,1858
118346.919611,1859
149893.242929,1860
117127.511993,1861
313142.815189,1862
294504.828109,1863
294659.04126,1864
364608.767797,1865
349886.147238,1866
231628.808295,1867
298473.331715,1868
200833.341366,1869
231448.450358,1870
260632.886167,1871
175844.813633,1872
248964.784376,1873
154676.27295,1874
205748.926736,1875
202054.166814,1876
215842.810764,1877
205742.605279,1878
131520.363893,1879
132780.233584,1880
250571.150764,1881
251428.188087,1882
186706.222169,1883
206205.658617,1884
247754.793076,1885
301513.470027,1886
217362.653942,1887
274331.265681,1888
168665.56619,1889
120272.684227,1890
133191.930949,1891
96999.1305099,1892
129667.672845,1893
128062.061767,1894
137433.732288,1895
127790.88298,1896
113849.07296,1897
109654.53021,1898
163905.146027,1899
153817.06441,1900
174417.80889,1901
154045.289039,1902
213797.178106,1903
142806.903947,1904
200873.352589,1905
150164.002293,1906
212881.440122,1907
108024.855938,1908
130133.891591,1909
116511.542834,1910
218185.756646,1911
366532.429664,1912
143801.264895,1913
55973.4462737,1914
311660.043972,1915
64845.1564378,1916
248601.681127,1917
138228.398091,1918
176143.297857,1919
152876.629127,1920
430473.448283,1921
339252.264055,1922
238749.170573,1923
247085.157011,1924
199440.887191,1925
394297.617668,1926
134537.355207,1927
156369.070838,1928
124543.46553,1929
125390.530108,1930
139167.276497,1931
137197.745269,1932
185726.934373,1933
187512.060281,1934
173863.687714,1935
202346.387949,1936
186594.819771,1937
170748.449684,1938
253571.633547,1939
191445.477845,1940
172298.904536,1941
186926.423163,1942
215598.527096,1943
375605.317405,1944
405308.558333,1945
142189.65448,1946
321670.520638,1947
176856.995654,1948
250211.420691,1949
189283.928071,1950
258357.86234,1951
215577.878533,1952
169039.64599,1953
185683.519078,1954
137012.830899,1955
311569.309781,1956
152398.607755,1957
301463.841971,1958
141797.422297,1959
110375.069744,1960
114765.872711,1961
95180.0185049,1962
102578.788067,1963
103266.013361,1964
141861.095515,1965
127700.412918,1966
297739.211113,1967
442645.433349,1968
396462.991112,1969
453483.923508,1970
505988.697746,1971
401213.151672,1972
268012.139538,1973
341960.155496,1974
575627.733374,1975
279221.827861,1976
366805.433361,1977
378067.661048,1978
341959.32213,1979
210961.603827,1980
362489.382065,1981
219387.485435,1982
204851.61497,1983
172971.808201,1984
229755.25288,1985
216141.848356,1986
180870.217071,1987
175973.493741,1988
195295.050135,1989
211802.789233,1990
237972.13973,1991
216944.095797,1992
169482.867804,1993
231609.028382,1994
189205.157696,1995
255492.335714,1996
331254.673761,1997
328006.626272,1998
288377.982251,1999
318846.835954,2000
273979.011301,2001
244657.994639,2002
268824.72288,2003
283852.425809,2004
231952.1123,2005
228234.875969,2006
248139.317903,2007
223566.260312,2008
196969.243448,2009
197320.692217,2010
144386.032236,2011
170741.087564,2012
178777.205491,2013
187264.101337,2014
208484.077562,2015
192192.84159,2016
194875.47454,2017
114001.880606,2018
134141.857043,2019
102672.32593,2020
99370.3405606,2021
195642.251786,2022
138730.819405,2023
267598.607016,2024
370199.305384,2025
176848.546066,2026
160336.759405,2027
149857.635613,2028
169245.317523,2029
270581.190669,2030
235165.071965,2031
255277.783117,2032
258928.337798,2033
172528.15046,2034
224265.811394,2035
209328.728111,2036
217903.660169,2037
328716.612919,2038
238002.855689,2039
274901.916962,2040
322471.573242,2041
207622.556933,2042
181279.747507,2043
174663.828341,2044
220425.560284,2045
147509.635651,2046
144275.13738,2047
138352.542311,2048
148549.104485,2049
179159.154769,2050
104933.158293,2051
121904.453878,2052
149844.266198,2053
87436.5907946,2054
154735.19646,2055
142103.23843,2056
111995.500879,2057
221588.200637,2058
131382.818261,2059
177532.944601,2060
171999.762564,2061
128338.831431,2062
113775.267506,2063
139107.586418,2064
115776.741257,2065
157654.96593,2066
102190.134104,2067
148119.330458,2068
83147.0358567,2069
112737.239397,2070
91480.7275456,2071
133012.949552,2072
127976.3473,2073
185032.654907,2074
150496.619655,2075
112669.686819,2076
154452.452381,2077
125206.938416,2078
133385.907689,2079
116819.142656,2080
125368.30245,2081
121711.964091,2082
145308.596516,2083
106915.729308,2084
115824.994539,2085
109515.429124,2086
123190.404843,2087
93516.1584911,2088
76215.546259,2089
122295.717561,2090
111166.508298,2091
117812.148815,2092
112234.643437,2093
109561.680676,2094
152036.040641,2095
79881.2331245,2096
99657.6161959,2097
145621.9162,2098
51863.0867482,2099
65743.0251891,2100
112852.660654,2101
127534.697225,2102
104453.344893,2103
141315.74232,2104
130708.348854,2105
59898.8064964,2106
189776.384865,2107
112338.422493,2108
107697.716821,2109
125167.063478,2110
142657.574472,2111
133918.335472,2112
121155.204572,2113
122772.409876,2114
167605.612998,2115
114837.2562,2116
149622.542642,2117
127592.445536,2118
113002.255644,2119
111850.124829,2120
103194.977782,2121
114742.586132,2122
84349.1991876,2123
154996.116201,2124
127432.66427,2125
147226.392449,2126
165570.668972,2127
121176.474465,2128
89644.1118787,2129
132521.910632,2130
142900.253759,2131
109365.637857,2132
120309.656905,2133
117556.848291,2134
91870.7675283,2135
76567.314572,2136
104721.528582,2137
131955.53825,2138
147650.258076,2139
140129.675813,2140
159176.865721,2141
125393.392087,2142
139091.511171,2143
122840.518269,2144
139348.378314,2145
169531.902068,2146
138125.176895,2147
133792.372469,2148
148950.46016,2149
241606.652554,2150
116522.505414,2151
176935.912448,2152
162785.456554,2153
98286.9495743,2154
142818.63165,2155
257397.366302,2156
236204.765671,2157
237556.296013,2158
212491.543942,2159
184213.386842,2160
236573.78309,2161
431988.470554,2162
366769.51481,2163
255927.88617,2164
204284.987575,2165
158635.726937,2166
227369.942975,2167
199539.148773,2168
198555.39183,2169
219935.764141,2170
156314.643653,2171
133139.252972,2172
169293.604422,2173
231955.697953,2174
317579.577735,2175
321729.751356,2176
243725.842481,2177
214647.087963,2178
137015.551692,2179
227035.621767,2180
194606.260741,2181
223847.876334,2182
188804.351018,2183
120748.735761,2184
123140.261675,2185
146125.71546,2186
150289.184725,2187
152865.415966,2188
251716.41265,2189
77945.5982093,2190
80084.7012901,2191
86644.4961329,2192
109516.085999,2193
109842.374529,2194
105650.91585,2195
98831.6989136,2196
121024.237996,2197
161100.001952,2198
179104.202202,2199
150768.652049,2200
145476.921959,2201
224869.439597,2202
136387.019599,2203
179776.635085,2204
121550.478375,2205
141240.899632,2206
219662.75693,2207
276500.940737,2208
255565.479604,2209
119948.120853,2210
113652.732553,2211
120117.347768,2212
105943.687823,2213
126998.117423,2214
99407.897062,2215
147671.95558,2216
61454.8713057,2217
69131.9447353,2218
62033.7183919,2219
62981.884377,2220
313841.662889,2221
285124.56177,2222
285303.666176,2223
204964.70445,2224
118112.672042,2225
183672.580978,2226
196409.657806,2227
272206.235824,2228
256695.343099,2229
149468.852881,2230
218096.84378,2231
184543.250902,2232
186405.549064,2233
246783.370064,2234
224258.861908,2235
263496.879994,2236
330849.450301,2237
202899.079447,2238
109352.894559,2239
155191.521447,2240
162063.177532,2241
122833.037425,2242
128516.90751,2243
103342.888104,2244
98714.299823,2245
143517.395375,2246
116542.172274,2247
119245.31305,2248
118205.676774,2249
127542.258991,2250
94218.9951599,2251
181578.680715,2252
154311.377515,2253
178342.043323,2254
188117.28118,2255
175382.667312,2256
203407.665494,2257
161675.930896,2258
177206.313442,2259
157025.482779,2260
196496.952483,2261
213306.8675,2262
385943.141241,2263
544320.717239,2264
176538.247008,2265
315238.070004,2266
390603.821924,2267
440910.685906,2268
147939.326781,2269
201677.363928,2270
222472.434736,2271
202455.060463,2272
164392.082854,2273
181901.789263,2274
163690.490711,2275
195180.276957,2276
191177.346809,2277
144301.352814,2278
126690.446874,2279
114337.322449,2280
159774.591379,2281
183632.859375,2282
106171.548243,2283
113782.710551,2284
138749.683615,2285
122891.713278,2286
376110.970622,2287
281986.500881,2288
391396.848932,2289
496790.754574,2290
340136.188556,2291
470773.778451,2292
505762.660992,2293
429086.361419,2294
503945.531959,2295
300822.381654,2296
347448.789546,2297
350152.62281,2298
371347.364216,2299
342568.992896,2300
310946.025487,2301
257850.959059,2302
251290.764531,2303
270736.382654,2304
196242.255254,2305
190403.547078,2306
199801.934363,2307
231219.252163,2308
291403.562176,2309
217137.299566,2310
205093.870756,2311
177861.991026,2312
173271.731179,2313
176400.194117,2314
184024.52173,2315
189497.640394,2316
191493.881602,2317
178796.602021,2318
184230.825688,2319
182742.364141,2320
244326.912279,2321
176818.79435,2322
195115.246447,2323
181942.432772,2324
218139.469347,2325
179095.904,2326
204749.006492,2327
225697.972341,2328
195972.62759,2329
184805.681097,2330
368495.96197,2331
406348.518319,2332
330404.657013,2333
256832.075385,2334
289978.284731,2335
317363.348314,2336
195097.651527,2337
272049.987386,2338
222384.794608,2339
410521.794961,2340
216206.543022,2341
241458.809289,2342
233621.263913,2343
213841.998463,2344
251097.9601,2345
214168.475105,2346
196128.967272,2347
243880.097981,2348
181306.888462,2349
316568.638556,2350
255499.995172,2351
255458.072914,2352
242128.381671,2353
141403.117463,2354
148062.68061,2355
152641.111945,2356
190880.94815,2357
200017.927698,2358
138172.647797,2359
112497.13173,2360
145449.730542,2361
278245.124078,2362
138458.288999,2363
153601.031831,2364
217210.090574,2365
196470.81902,2366
226750.890248,2367
218752.450228,2368
219403.423345,2369
169531.640901,2370
164503.505753,2371
195155.333306,2372
298253.137964,2373
339118.779369,2374
258761.369358,2375
310671.190362,2376
381422.605209,2377
144188.381818,2378
197974.796255,2379
149047.86695,2380
172737.281151,2381
211095.070575,2382
202467.496369,2383
248240.784649,2384
164695.1815,2385
135218.444642,2386
133423.638837,2387
101575.419922,2388
119500.771948,2389
144005.469825,2390
145214.20219,2391
110029.626405,2392
168240.303723,2393
140171.797564,2394
207607.829013,2395
143280.760663,2396
229921.796557,2397
129937.618826,2398
59943.1700078,2399
61464.9411145,2400
116356.263092,2401
136499.72858,2402
147618.620719,2403
150110.873198,2404
160042.219034,2405
140199.500798,2406
126402.238099,2407
150176.413867,2408
121443.189214,2409
169870.994872,2410
112288.428187,2411
153284.795579,2412
128389.769473,2413
160659.514679,2414
136374.810042,2415
124728.848069,2416
130219.859587,2417
130845.0871,2418
124281.745116,2419
120812.331593,2420
